title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Beurre Doux  Bio CARREFOUR BIO;beurre-doux-bio-carrefour-bio;Bio et Ecologie;;2,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel  Bio CARREFOUR BIO;beurre-demi-sel-bio-carrefour-bio;Bio et Ecologie;;3,09;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux  de Baratte Bio CARREFOUR BIO;beurre-doux-de-baratte-bio-carrefour-bio;Bio et Ecologie;;3,19;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel  Moulé de Baratte Bio CARREFOUR BIO;beurre-demi-sel-moule-de-baratte-bio-carrefour-bio;Bio et Ecologie;;3,19;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre  moulé demi-sel Bio CARREFOUR BIO;beurre-moule-demi-sel-bio-carrefour-bio;Crèmerie et Produits laitiers;;5,95;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre Doux  Moulé Bio CARREFOUR BIO;beurre-doux-moule-bio-carrefour-bio;Bio et Ecologie;;5,95;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Crème Fluide Entière 30% Mg CARREFOUR BIO;lait;Crèmerie et Produits laitiers;;3,95;0,691;0,487;0,0074;0,0576;0,129;0,0097;0
Crème  légère liquide 15% MG Bio CARREFOUR BIO;lait;Crèmerie et Produits laitiers;;3,75;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Fraîche Entière  Epaisse 30% Mat.Gr. Bio CARREFOUR BIO;lait;Crèmerie et Produits laitiers;;1,19;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Fraîche  Epaisse 30% Mat.Gr. Bio CARREFOUR BIO;lait;Crèmerie et Produits laitiers;;2,79;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Beurre tendre doux CARREFOUR CLASSIC';beurre-tendre-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre tendre demi-sel CARREFOUR CLASSIC';beurre-tendre-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;2,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre gastronomique doux CARREFOUR CLASSIC';beurre-gastronomique-doux-carrefour-classic;Crèmerie et Produits laitiers;;4,89;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre gastronomique doux CARREFOUR CLASSIC';beurre-gastronomique-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,55;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre gastronomique demi-sel CARREFOUR CLASSIC';beurre-gastronomique-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;2,55;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre gastronomique doux CARREFOUR CLASSIC';beurre-gastronomique-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre gastronomique demi-sel CARREFOUR CLASSIC';beurre-gastronomique-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre tendre doux CARREFOUR CLASSIC';beurre-tendre-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,65;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre extra fin doux CARREFOUR CLASSIC';beurre-extra-fin-doux-carrefour-classic;Crèmerie et Produits laitiers;;1,45;0,989;0,911;0,0063;0,0155;0,0509;0,005;0,0009
Beurre extra-fin demi-sel CARREFOUR CLASSIC';beurre-extra-fin-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;1,45;0,989;0,911;0,0063;0,0155;0,0509;0,005;0,0009
Beurre doux 60% MG CARREFOUR CLASSIC';beurre-doux-60-mg-carrefour-classic;Crèmerie et Produits laitiers;;1,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre demi-sel 60% MG CARREFOUR CLASSIC';beurre-demi-sel-60-mg-carrefour-classic;Crèmerie et Produits laitiers;;1,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre extra fin demi-sel CARREFOUR CLASSIC';beurre-extra-fin-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;2,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre extra fin doux CARREFOUR CLASSIC';beurre-extra-fin-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème Légère Semi-Épaisse 18% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,15;0,691;0,488;0,0074;0,0576;0,129;0,0097;0
Crème Fraîche Épaisse Légère 15% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,49;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Épaisse Entière CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,99;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Entière Fouettée CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,95;0,288;0,203;0,0031;0,024;0,0535;0,0041;0
Crème Légère Fouettée CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,85;0,288;0,203;0,0031;0,024;0,0535;0,0041;0
Crème Entière Fluide 30% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,75;0,691;0,488;0,0074;0,0576;0,129;0,0097;0
Crème Fluide Légère 12% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,55;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Entière Fluide 30% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,85;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Légère Fluide 12% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,99;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Entière Fluide 30% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;4,49;1,15;0,812;0,0124;0,0959;0,214;0,0162;0
Crème Légère Fluide 12% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;3,29;1,15;0,812;0,0124;0,0959;0,214;0,0162;0
Crème 7% CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,55;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Entière Semi-Épaisse 30% Mg CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;3,75;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Légère Semi-Épaisse CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,39;0,691;0,488;0,0074;0,0576;0,129;0,0097;0
Crème légère fluide CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,99;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Anglaise CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;2,65;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème fleurette entière 30% MG CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;1,99;0,46;0,325;0,005;0,0383;0,0855;0,0065;0
Crème Fraîche Epaisse Légère 15% Mat.Gr. CARREFOUR CLASSIC';lait;Crèmerie et Produits laitiers;;0,71;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Margarine doux tartine & cuisson CARREFOUR CLASSIC';margarine-doux-tartine-cuisson-carrefour-classic;Crèmerie et Produits laitiers;;1,45;0;0;0;0;0;0;0
Margarine cuisine & pâtisserie CARREFOUR CLASSIC';margarine-cuisine-patisserie-carrefour-classic;Crèmerie et Produits laitiers;;1,35;0;0;0;0;0;0;0
Margarine oméga 3 doux CARREFOUR CLASSIC';margarine-omega-3-doux-carrefour-classic;Crèmerie et Produits laitiers;;2,09;0;0;0;0;0;0;0
Margarine tournesol demi-sel CARREFOUR CLASSIC';margarine-tournesol-demi-sel-carrefour-classic;Crèmerie et Produits laitiers;;1,75;0;0;0;0;0;0;0
Margarine Oméga 3 doux CARREFOUR CLASSIC';margarine-omega-3-doux-carrefour-classic;Crèmerie et Produits laitiers;;1,15;0;0;0;0;0;0;0
Margarine liquide cuisine CARREFOUR CLASSIC';margarine-liquide-cuisine-carrefour-classic;Crèmerie et Produits laitiers;;2,29;0;0;0;0;0;0;0
Beurre moulé de Bretagne demi-sel CARREFOUR ORIGINAL;beurre-moule-de-bretagne-demi-sel-carrefour-original;Crèmerie et Produits laitiers;;2,55;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé demi-sel CARREFOUR ORIGINAL;beurre-moule-demi-sel-carrefour-original;Crèmerie et Produits laitiers;;4,89;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre moulé de Bretagne doux CARREFOUR ORIGINAL;beurre-moule-de-bretagne-doux-carrefour-original;Crèmerie et Produits laitiers;;2,55;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé Bretagne doux CARREFOUR ORIGINAL;beurre-moule-bretagne-doux-carrefour-original;Crèmerie et Produits laitiers;;4,89;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre de baratte doux CARREFOUR ORIGINAL;beurre-de-baratte-doux-carrefour-original;Crèmerie et Produits laitiers;;2,79;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre de Baratte demi-sel CARREFOUR ORIGINAL;beurre-de-baratte-demi-sel-carrefour-original;Crèmerie et Produits laitiers;;2,79;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé de Bretagne doux CARREFOUR ORIGINAL;beurre-moule-de-bretagne-doux-carrefour-original;Crèmerie et Produits laitiers;;4,89;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre moulé de Bretagne demi-sel CARREFOUR ORIGINAL;beurre-moule-de-bretagne-demi-sel-carrefour-original;Crèmerie et Produits laitiers;;4,89;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre Doux de Baratte C'EST QUI LE PATRON?!;beurre-doux-de-baratte-c-est-qui-le-patron;Crèmerie et Produits laitiers;;3,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-Sel de Baratte C'EST QUI LE PATRON?!;beurre-demi-sel-de-baratte-c-est-qui-le-patron;Crèmerie et Produits laitiers;;3,39;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre doux Bio C'EST QUI LE PATRON;beurre-doux-bio-c-est-qui-le-patron;Crèmerie et Produits laitiers;;3,17;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre demi-sel Bio C 'EST QUI LE PATRON;beurre-demi-sel-bio-c-est-qui-le-patron;Crèmerie et Produits laitiers;;3,17;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème Liquide 30% Mg C'EST QUI LE PATRON;lait;Crèmerie et Produits laitiers;;3,38;0,691;0,488;0,0074;0,0576;0,129;0,0097;0
Beurre Doux de Baratte AOP de Charentes-Poitou ECHIRE;beurre-doux-de-baratte-aop-de-charentes-poitou-echire;Crèmerie et Produits laitiers;;3,69;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre   doux Noisy ELLE & VIRE;beurre-doux-noisy-elle-vire;Crèmerie et Produits laitiers;;3,35;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre   allégé doux 41% MG ELLE & VIRE;beurre-allege-doux-41-mg-elle-vire;Crèmerie et Produits laitiers;;2,25;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel Tendre Au Sel de Guérande  ELLE & VIRE;beurre-demi-sel-tendre-au-sel-de-guerande-elle-vire;Crèmerie et Produits laitiers;;2,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre   de tradition Condé sur Vire doux ELLE & VIRE;beurre-de-tradition-conde-sur-vire-doux-elle-vire;Crèmerie et Produits laitiers;;3,05;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre   de tradition Condé sur Vire demi-sel ELLE & VIRE;beurre-de-tradition-conde-sur-vire-demi-sel-elle-vire;Crèmerie et Produits laitiers;;3,05;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre tendre doux ELLE & VIRE;beurre-tendre-doux-elle-vire;Crèmerie et Produits laitiers;;2,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre  tendre doux  ELLE & VIRE;beurre-tendre-doux-elle-vire;Crèmerie et Produits laitiers;;2,89;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre   tendre demi-sel ELLE & VIRE;beurre-tendre-demi-sel-elle-vire;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème Fleurette Entière 31% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,19;0,38;0,268;0,0041;0,0316;0,0706;0,0053;0
Crème Entière Bio Epaisse ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,99;0,466;0,329;0,005;0,0389;0,0867;0,0066;0
Crème Fraiche Épaisse Légère 12% Mg Bio ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,55;0,443;0,313;0,0048;0,0369;0,0824;0,0062;0
Crème À Fouetter Et Mascarpone 36% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;3,15;0,446;0,315;0,0048;0,0372;0,083;0,0063;0
Crème Fleurette Légère 12% Mg  ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,19;0,447;0,315;0,0048;0,0372;0,0831;0,0063;0
Crème Uht Fluide Entière 30% Mg  ELLE & VIRE;lait;Crèmerie et Produits laitiers;;3,29;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraiche Épaisse Entière  ELLE & VIRE;lait;Crèmerie et Produits laitiers;;1,95;0,373;0,263;0,004;0,0311;0,0693;0,0052;0
Crème Fraiche Épaisse Légère ELLE & VIRE;lait;Crèmerie et Produits laitiers;;1,75;0,377;0,266;0,0041;0,0314;0,0701;0,0053;0
Crème Fluide Et Légère 4% Mat.Gr. ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,29;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Uht Semi-Épaisse Extra-Légère ELLE & VIRE;lait;Crèmerie et Produits laitiers;;2,79;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Uht Fluide Entière ELLE & VIRE;lait;Crèmerie et Produits laitiers;;3,59;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Uht Semi-Épaisse Entière ELLE & VIRE;lait;Crèmerie et Produits laitiers;;4,59;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Uht Semi-Épaisse Légère 18% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;3,85;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Uht Semi-Épaisse Entière 30% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;4,59;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Uht Fluide Entière 30% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;3,35;0,691;0,488;0,0074;0,0576;0,129;0,0097;0
Crème Uht Fluide Entière 30% Mg ELLE & VIRE;lait;Crèmerie et Produits laitiers;;5,25;1,15;0,812;0,0124;0,0959;0,214;0,0162;0
Fromage Blanc ELLE & VIRE;fromage-blanc-elle-vire;Crèmerie et Produits laitiers;;1,95;2,36;1,96;0,109;0,171;0,103;0,0148;0,0027
Mini beurre  gastronomique doux ELLE & VIRE;mini-beurre-gastronomique-doux-elle-vire;Crèmerie et Produits laitiers;;3,15;1,58;1,46;0,01;0,0248;0,0814;0,0081;0,0014
Mini beurre   gastronomique demi-sel ELLE & VIRE;mini-beurre-gastronomique-demi-sel-elle-vire;Crèmerie et Produits laitiers;;3,15;1,58;1,46;0,01;0,0248;0,0814;0,0081;0,0014
Sauce Béchamel Au Lait Entier  ELLE & VIRE;sauce-bechamel-au-lait-entier-elle-vire;Crèmerie et Produits laitiers;;1,99;0,38;0,268;0,0041;0,0316;0,0706;0,0053;0
Beurre Demi-sel en baratte ETREZ;beurre-demi-sel-en-baratte-etrez;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème de Bresse Epaisse AOP 36% M.G ETREZ;lait;Crèmerie et Produits laitiers;;1,18;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Fraîche Epaisse  ETREZ;lait;Crèmerie et Produits laitiers;;1,89;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Fraîche Epaisse  ETREZ;lait;Crèmerie et Produits laitiers;;2,52;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Epaisse Aoc De Bresse 36% Mat.Gr. ETREZ;lait;Crèmerie et Produits laitiers;;3,75;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Fleurette Liquide 33% Mat.Gr. ETREZ;lait;Produits régionaux et locaux;;1,35;0,288;0,203;0,0031;0,024;0,0535;0,0041;0
Crème Fraîche Aop De Bresse 40% Mat.Gr. ETREZ;lait;Crèmerie et Produits laitiers;;6,39;1,15;0,812;0,0124;0,0959;0,214;0,0162;0
Crème Entière Liquide FAIREFRANCE;lait;Crèmerie et Produits laitiers;;3,49;0,69;0,487;0,0074;0,0575;0,128;0,0097;0
Crème Fraîche Epaisse FERME DE BASSIGNAC;lait;Crèmerie et Produits laitiers;;2,35;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Crue FERME DES NOES RABACHE;lait;Crèmerie et Produits laitiers;;1,89;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Crue FERME DES NOES RABACHE;lait;Crèmerie et Produits laitiers;;3,59;0,46;0,325;0,005;0,0383;0,0856;0,0065;0
Crème Crue FERME DES NOES RABACHE;lait;Crèmerie et Produits laitiers;;3,65;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Pasteurisé Au Bain-Marie FERME DES NOES RABACHE;lait;Crèmerie et Produits laitiers;;3,17;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Alternative Végétale au Beurre Doux FLORA;alternative-vegetale-au-beurre-doux-flora;Crèmerie et Produits laitiers;;2,79;1,7;1,57;0,0108;0,0267;0,0875;0,0087;0,0015
Alternative Végétale au Beurre Demi-Sel FLORA;alternative-vegetale-au-beurre-demi-sel-flora;Crèmerie et Produits laitiers;;2,79;1,7;1,57;0,0108;0,0267;0,0875;0,0087;0,0015
Margarine Sel de Mer Sans Huile de Pale 100% Végétal Oméga 3 FRUIT D'OR;margarine-sel-de-mer-sans-huile-de-pale-100-vegetal-omega-3-fruit-d-or;Crèmerie et Produits laitiers;;3,35;0;0;0;0;0;0;0
Margarine oméga 3 & 6 doux sans huile de palme FRUIT D'OR;margarine-omega-3-6-doux-sans-huile-de-palme-fruit-d-or;Crèmerie et Produits laitiers;;3,35;0;0;0;0;0;0;0
Margarine oméga 3 & 6 doux sans huile de palme FRUIT D'OR;margarine-omega-3-6-doux-sans-huile-de-palme-fruit-d-or;Crèmerie et Produits laitiers;;2,15;0;0;0;0;0;0;0
Margarine liquide oméga 3 sans huile de palme FRUIT D'OR;margarine-liquide-omega-3-sans-huile-de-palme-fruit-d-or;Crèmerie et Produits laitiers;;3,49;0;0;0;0;0;0;0
Beurre de Savoie FRUITIERES CHABERT;beurre-de-savoie-fruitieres-chabert;Crèmerie et Produits laitiers;;3,09;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème Fouettés  Mascarpone GALBANI;lait;Crèmerie et Produits laitiers;;3,55;0,288;0,203;0,0031;0,024;0,0535;0,0041;0
Crème Liquide Uht Spécial Chantilly 35% Mat.Gr. GERENTES;lait;Crèmerie et Produits laitiers;;4,49;0,691;0,487;0,0074;0,0576;0,129;0,0097;0
Crème Uht De Montagne GERENTES;lait;Crèmerie et Produits laitiers;;5,85;1,15;0,812;0,0124;0,0959;0,214;0,0162;0
Beurre Doux GILLOT;beurre-doux-gillot;Crèmerie et Produits laitiers;;2,35;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel Aux Cristaux de Sel de Guérande GILLOT;beurre-demi-sel-aux-cristaux-de-sel-de-guerande-gillot;Crèmerie et Produits laitiers;;2,35;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux Extra-fin de Belleville-sur-vie  GRAND FERMAGE;beurre-doux-extra-fin-de-belleville-sur-vie-grand-fermage;Crèmerie et Produits laitiers;;2,79;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel extra-fin Belleville-sur-Vie GRAND FERMAGE;beurre-demi-sel-extra-fin-belleville-sur-vie-grand-fermage;Crèmerie et Produits laitiers;;2,79;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux Bio Moulé GRAND FERMAGE;beurre-doux-bio-moule-grand-fermage;Bio et Ecologie;;3,69;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel Bio Moulé GRAND FERMAGE;beurre-demi-sel-bio-moule-grand-fermage;Bio et Ecologie;;3,69;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre doux AOP GRAND FERMAGE;beurre-doux-aop-grand-fermage;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel Aux Cristaux de Sel de Mer de Noirmoutier GRAND FERMAGE;beurre-demi-sel-aux-cristaux-de-sel-de-mer-de-noirmoutier-grand-fermage;Crèmerie et Produits laitiers;;5,49;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre Demi-sel Aux Cristaux de Sel de Mer de Noirmoutier GRAND FERMAGE;beurre-demi-sel-aux-cristaux-de-sel-de-mer-de-noirmoutier-grand-fermage;Crèmerie et Produits laitiers;;2,85;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux Bio GRAND FERMAGE;beurre-doux-bio-grand-fermage;Crèmerie et Produits laitiers;;3,25;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-Sel Bio GRAND FERMAGE;beurre-demi-sel-bio-grand-fermage;Crèmerie et Produits laitiers;;3,25;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel Aux Cristaux de Sel de Mer de Noirmoutier GRAND FERMAGE;beurre-demi-sel-aux-cristaux-de-sel-de-mer-de-noirmoutier-grand-fermage;Crèmerie et Produits laitiers;;1,79;0,989;0,911;0,0063;0,0155;0,0509;0,005;0,0009
Crème Fraîche Bio 35% Mat.Gr. ISIGNY SAINTE MERE;lait;Crèmerie et Produits laitiers;;1,99;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Beurre Doux AOP d'Isigny ISIGNY STE MERE;beurre-doux-aop-d-isigny-isigny-ste-mere;Crèmerie et Produits laitiers;;1,75;0,989;0,911;0,0063;0,0155;0,0509;0,005;0,0009
Beurre Doux Extra-fin AOP d'Isigny ISIGNY STE MERE;beurre-doux-extra-fin-aop-d-isigny-isigny-ste-mere;Crèmerie et Produits laitiers;;2,99;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux Bio de Normandie ISIGNY STE MERE;beurre-doux-bio-de-normandie-isigny-ste-mere;Bio et Ecologie;;3,15;1,58;1,46;0,01;0,0248;0,0814;0,0081;0,0014
Beurre Doux Moulé de Baratte ISIGNY STE MERE;beurre-doux-moule-de-baratte-isigny-ste-mere;Crèmerie et Produits laitiers;;3,25;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Moulé de Baratte Aux Cristaux de Sel de Guérande ISIGNY STE MERE;beurre-moule-de-baratte-aux-cristaux-de-sel-de-guerande-isigny-ste-mere;Crèmerie et Produits laitiers;;3,25;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Crème Vanille De Madagascar ISIGNY STE MERE;lait;Crèmerie et Produits laitiers;;2,95;0,288;0,203;0,0031;0,024;0,0535;0,0041;0
Crème Vanille De Madagascar ISIGNY STE MERE;lait;Crèmerie et Produits laitiers;;5,15;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Aop D'Isigny  ISIGNY STE MERE;lait;Crèmerie et Produits laitiers;;3,39;0,575;0,406;0,0062;0,048;0,107;0,0081;0
Crème Fraîche Aoc D'Isigny ISIGNY STE MERE;lait;Crèmerie et Produits laitiers;;1,95;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Crème Fraîche Aop D'Isigny 40% Mat.Gr. ISIGNY STE MERE;lait;Crèmerie et Produits laitiers;;3,65;0,461;0,325;0,005;0,0384;0,0856;0,0065;0
Beurre Demi-sel de Baratte KERGUILLET;beurre-demi-sel-de-baratte-kerguillet;Crèmerie et Produits laitiers;;4,29;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé doux LA CHARRETTE;beurre-moule-doux-la-charrette;Crèmerie et Produits laitiers;;1,5;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé demi-sel LA CHARRETTE;beurre-moule-demi-sel-la-charrette;Crèmerie et Produits laitiers;;2,75;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre moulé doux LA CHARRETTE;beurre-moule-doux-la-charrette;Crèmerie et Produits laitiers;;4,39;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre moulé demi-sel LA CHARRETTE;beurre-moule-demi-sel-la-charrette;Crèmerie et Produits laitiers;;4,39;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre doux LA CHARRETTE;beurre-doux-la-charrette;Crèmerie et Produits laitiers;;10,85;7,91;7,29;0,0502;0,124;0,407;0,0403;0,0068
Beurre demi-sel LA CHARRETTE;beurre-demi-sel-la-charrette;Crèmerie et Produits laitiers;;8,75;7,91;7,29;0,0502;0,124;0,407;0,0403;0,0068
Beurre Demi-sel de Baratte LAITERIE DE KERGUILLET;beurre-demi-sel-de-baratte-laiterie-de-kerguillet;Crèmerie et Produits laitiers;;7,69;3,96;3,64;0,0251;0,062;0,204;0,0202;0,0034
Beurre Demi-sel Bio de Baratte LAITERIE DE KERGUILLET;beurre-demi-sel-bio-de-baratte-laiterie-de-kerguillet;Bio et Ecologie;;4,95;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux de Baratte LAITERIE LES FAYES;beurre-doux-de-baratte-laiterie-les-fayes;Crèmerie et Produits laitiers;;3,09;1,58;1,46;0,01;0,0248;0,0814;0,0081;0,0014
Crème Fraîche Bio Epaisse Idéal Cuisson LAITERIE LES FAYES;lait;Crèmerie et Produits laitiers;;3,79;0,38;0,268;0,0041;0,0317;0,0706;0,0053;0
Beurre de Savoie L'ALPAGE;beurre-de-savoie-l-alpage;Crèmerie et Produits laitiers;;3,09;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Demi-sel LEBEAU;beurre-demi-sel-lebeau;Crèmerie et Produits laitiers;;3,65;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre Doux LEBEAU;beurre-doux-lebeau;Crèmerie et Produits laitiers;;2,59;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
Beurre demi-sel rond LEBEAU;beurre-demi-sel-rond-lebeau;Crèmerie et Produits laitiers;;3,45;1,98;1,82;0,0125;0,031;0,102;0,0101;0,0017
